series,mass,noq_error
FOODS_2_069,428.0,430.059881477501
FOODS_2_070,1360.0,956.5864571022305
FOODS_2_071,347.0,339.2196614432984
FOODS_2_074,2712.0,1841.3911813607951
FOODS_2_075,2936.0,1765.093331169993
FOODS_2_079,1083.0,883.0173562740381
FOODS_2_080,1301.0,832.6577824956488
FOODS_2_083,1239.0,983.2261111294364
FOODS_2_084,754.0,683.6284103020779
FOODS_2_085,1030.0,957.6016907605896
FOODS_2_087,301.0,302.4840157272456
FOODS_2_088,750.0,651.5777672405634
FOODS_2_089,850.0,814.9904406836367
FOODS_2_090,300.0,306.1497763371699
FOODS_2_091,1447.0,1143.9727446916315
FOODS_2_094,869.0,816.5780787458057
FOODS_2_095,923.0,820.0364639587838
FOODS_2_101,2098.0,1434.0782842847846
FOODS_2_102,695.0,660.0459685127626
FOODS_2_103,1875.0,1337.6432354686544
FOODS_2_104,1545.0,1144.9239885526135
FOODS_2_105,968.0,864.7998030416322
FOODS_2_107,1685.0,1316.274287264914
FOODS_2_108,973.0,877.4699905058208
FOODS_2_110,1752.0,1261.2881072507962
FOODS_2_112,2243.0,1604.3539158169474
FOODS_2_115,2732.0,1667.799104048358
FOODS_2_116,1064.0,1000.4224729761207
FOODS_2_117,1069.0,860.1942425378245
FOODS_2_118,985.0,919.228534857581
FOODS_2_119,1985.0,1484.2184534614612
FOODS_2_121,1608.0,1372.2084134971128
FOODS_2_122,1243.0,910.0227276708597
FOODS_2_123,852.0,773.0354272361889
FOODS_2_127,302.0,302.12112294554134
FOODS_2_128,4233.0,3281.935955827931
FOODS_2_129,237.0,236.8343483677996
FOODS_2_130,1678.0,1315.6757165140186
FOODS_2_133,657.0,610.033060059634
FOODS_2_134,963.0,853.374612861578
FOODS_2_138,1704.0,1433.9006421992299
FOODS_2_139,1634.0,1296.8240755274999
FOODS_2_141,1811.0,1280.0880509456128
FOODS_2_142,2098.0,1374.1100160479634
FOODS_2_144,1939.0,1560.0455574512716
FOODS_2_146,1149.0,1039.783782760349
FOODS_2_147,752.0,714.5093976252714
FOODS_2_148,420.0,404.1781107186139
FOODS_2_149,2457.0,1654.435442778542
FOODS_2_150,651.0,615.2839905452871
FOODS_2_151,2395.0,1650.1942824985224
FOODS_2_152,5958.0,2777.1247506209434
FOODS_2_153,1085.0,941.1096468201813
FOODS_2_155,333.0,331.788231658262
FOODS_2_156,1481.0,1210.8761612416574
FOODS_2_159,410.0,404.8620339475053
FOODS_2_161,311.0,312.3785902516481
FOODS_2_162,1537.0,1117.4122746509208
FOODS_2_163,496.0,476.2703773275324
FOODS_2_165,136.0,137.64693552953005
FOODS_2_166,1774.0,1094.4865410673992
FOODS_2_167,1130.0,1009.8410787035607
FOODS_2_169,315.0,303.412149777981
FOODS_2_172,1385.0,1155.3870442423272
FOODS_2_174,651.0,650.073984579965
FOODS_2_175,6354.0,3435.281841956057
FOODS_2_176,746.0,717.9525128847176
FOODS_2_178,445.0,411.1404766317317
FOODS_2_179,564.0,564.4434539444984
FOODS_2_180,1558.0,1306.2435172740127
FOODS_2_181,12401.0,5442.7554464443765
FOODS_2_183,4587.0,2566.5742844581555
FOODS_2_185,1012.0,925.4174257783151
FOODS_2_187,675.0,660.8306037532502
